game_id,rating
530,1657.1826
533,1819.0435
534,2091.5647
542,1580.0288
544,1992.3961
546,2064.9292
550,1871.5004
551,1948.3673
559,2068.4375
560,2102.1836
563,1950.6322
566,1606.6265
569,2114.1296
573,2035.5975
574,1906.6561
578,1956.4586
579,2070.8328
589,1997.3346
594,2007.6633
595,2049.4956
599,2119.203
601,1658.9426
605,1682.796
608,2028.226
610,1817.6014
616,1894.957
619,1710.8534
631,1758.2332
633,1869.24
636,1887.7245
639,1950.8494
644,2128.2288
647,2112.7463
650,1610.6925
651,2065.5222
652,1778.351
655,1859.2555
659,1866.5449
663,1848.3724
668,1932.9706
672,1996.7056
680,1756.1991
683,1581.6
685,2116.6338
688,2063.5444
693,1658.0209
700,1998.0211
702,1695.5463
703,1579.5623
708,2072.567
710,1771.3704
713,2033.9551
714,1955.7527
719,1831.1483
723,1676.9551
729,2006.1384
730,2043.5925
738,1557.0673
739,2049.6248
740,1994.2185
741,1772.2906
742,2097.909
744,2042.7083
747,2048.0547
748,2139.1301
753,1982.6288
754,1846.6442
761,2023.3822
762,1641.1158
763,1627.1786
776,1814.85
781,2091.477
782,1881.9124
786,2092.1716
788,2042.823
791,2051.485
793,1996.2471
797,1836.4878
800,1654.5883
801,2070.1787
811,1991.373
812,1909.474
813,1775.5753
814,2097.2495
815,1974.2704
818,1639.1046
820,2027.8722
824,2100.9375
828,1849.8175
837,1510.9929
838,2036.7128
839,1934.0135
842,1707.2369
845,1915.7246
847,2052.7947
854,2066.7283
858,2049.2744
860,1694.909
861,2042.8372
862,2087.2717
867,2073.959
872,1839.4087
874,1850.5189
879,2092.6775
883,1795.3971
895,1787.8025
896,1850.5635
899,2042.3466
900,1900.3094
901,1923.4895
903,1827.6702
906,2185.7288
907,1668.2429
908,1843.0264
909,1654.6431
910,1688.5381
913,1944.8455
914,1829.831
917,1590.8888
918,2105.3171
919,1879.7659
921,1974.5758
923,1826.5647
925,2104.3518
926,1771.4747
927,2112.0159
937,2043.8177
939,1896.159
951,1990.4276
957,1962.0287
959,2059.5508
960,1866.1223
965,1887.7314
967,2114.469
973,1899.8191
975,1704.7737
977,1986.5297
984,2090.2793
986,2009.6318
988,1741.2604
990,2044.8365
993,2057.8728
997,1748.6323
998,2089.0264
1005,1925.7229
1007,1822.4
1008,1696.7494
1010,2072.9075
1015,1671.5051
1018,2175.5498
1019,2053.748
1021,1701.938
1027,1877.8442
1028,1800.221
1029,1625.8593
1031,2158.752
1039,1631.6052
1041,2015.3954
1043,1961.7408
1048,1776.0938
1049,1657.0371
1050,2036.7996
1051,2023.4476
1052,1962.6359
1053,1705.8632
1056,1730.2048
1061,1753.0582
1062,1769.493
1065,1993.3771
1074,1781.2811
1076,1805.3795
1077,1621.4319
1080,1864.3389
1085,2015.0776
1100,2026.6241
1101,1872.1245
1103,2087.1653
1106,1925.9908
1108,1978.9989
1109,2104.0046
1110,2100.7876
1114,1739.5862
1115,2103.0837
1123,1916.923
1126,1716.9098
1128,1694.7358
1131,1550.863
1132,1596.6031
1135,1903.5933
1136,1928.0011
1137,2026.9629
1138,1794.6375
1140,2106.8916
1149,2119.4338
1152,1943.7247
1153,2099.3708
1154,1647.6156
1156,1890.7047
1157,1853.2087
1160,1672.3586
1162,1770.7456
1164,1995.9146
1166,1810.295
1167,1684.1602
1172,1591.7938
1175,1929.4595
1178,2069.5603
1180,2037.421
1182,2080.2795
1183,2003.8546
1187,1899.0714
1189,1956.4788
1191,2172.593
1193,1792.6403
1195,2019.135
1196,1942.1984
1199,2038.3975
1201,1444.0396
1203,1713.2238
1204,1976.3563
1208,1889.2897
1211,1628.3672
1216,2057.024
1223,1999.8959
1227,1515.4628
1229,1773.8041
1232,1659.8502
1234,1912.2526
1235,1607.255
1236,2053.491
1243,2083.2783
1244,1683.518
1246,1567.8112
1255,1618.5333
1258,1961.1393
1259,1757.6893
1264,2004.074
1268,2061.4214
1281,2083.8662
1284,1812.9497
1291,1744.3854
1294,1948.4004
1295,1744.9453
1296,1813.3069
1297,1707.2612
1298,2002.5029
1301,1961.2126
1302,1923.3773
1316,1782.9915
1322,2075.6938
1323,1769.4524
1325,1810.9629
1326,2147.124
1337,1813.8969
1341,1965.144
1343,1785.961
1354,1616.334
1358,1711.8656
1359,1735.1688
1362,2110.5076
1369,1997.752
1373,1784.8439
1387,2026.523
1388,1862.9377
1391,1871.2429
1392,1967.7361
1397,1704.3958
1400,1993.6587
1402,1813.9065
1405,1730.8002
1406,2007.0802
1408,1935.5985
1409,1844.9758
1413,1874.4794
1417,1869.5013
1418,2021.7402
1421,1983.6317
1423,2065.7275
1429,2049.9785
1432,2194.0903
1436,2071.366
1437,1924.4895
1440,1942.3688
1441,1812.4308
1444,1986.7059
1445,2065.9844
1447,1791.6183
1453,1560.3976
1462,1883.5298
1464,2070.967
1465,1746.5039
1469,2190.1475
1473,2024.351
1477,1775.062
1481,1756.3567
1482,1804.0903
1485,1619.7832
1488,1961.1116
1490,1658.113
1494,1987.559
1505,2002.666
1506,1954.1277
1508,2146.8762
1512,2034.2865
1517,1776.3118
1519,1925.9747
1526,1667.4099
1532,1818.213
1533,1961.9991
1536,2105.293
1539,1762.4296
1540,1846.2601
1541,1690.6622
1551,2042.3054
1555,1945.2274
1557,1959.0022
1558,1857.3615
1559,1871.5767
1562,2025.7211
1566,2015.0476
1567,2031.3541
1569,1601.9594
1570,2062.541
1571,1917.4303
1578,2078.1118
1581,2082.8694
1583,1689.4532
1586,2006.0656
1588,2044.2885
1593,1643.1478
1594,1777.4185
1596,1978.2931
1597,1994.0339
1606,2012.1624
1611,1697.6663
1612,1903.7142
1615,2027.7074
1616,1723.5275
1623,1870.5691
1624,2096.5486
1629,1652.087
1631,1323.8844
1632,1929.2063
1634,2190.161
1639,1679.0515
1644,1874.0609
1646,1837.6034
1649,1647.9572
1651,2058.379
1654,1621.052
1657,1969.1073
1660,2174.844
1664,1879.7015
1665,1597.8949
1666,1822.7742
1669,1815.6267
1677,1943.8965
1684,1932.0968
1694,1867.3086
1696,2068.9631
1698,1673.4946
1700,1952.566
1701,1729.2694
1704,1683.4888
1706,1876.5082
1710,2103.585
1715,1968.2618
1719,1899.295
1720,1806.4126
1722,1898.282
1733,2073.0913
1734,1969.0111
1739,1938.6677
1740,2106.5647
1743,1894.4663
1744,1904.8564
1759,1581.8243
1762,1968.4407
1763,1904.8909
1765,1766.4332
1766,2002.7106
1767,2046.757
1768,1710.7631
1773,1885.3523
1779,1734.7422
1780,1799.3684
1781,2084.6584
1786,1729.2245
1789,1721.5688
1790,1814.186
1792,2102.9746
1799,2051.0757
1802,1882.8267
1803,2090.8655
1804,1420.6709
1812,1843.0763
1814,1739.438
1825,1671.5786
1828,2107.2942
1834,1552.7485
1846,1996.9797
1849,2073.775
1852,2080.621
1854,2068.8154
1855,2092.3928
1856,1894.9261
1869,1733.2568
1871,1891.7325
1873,1861.714
1875,1833.7875
1876,1735.2318
1885,1731.3766
1890,1792.6135
1891,1632.9592
1892,1993.5208
1894,1491.7902
1895,1969.0497
1896,1911.4492
1905,1874.5077
1906,1790.4216
1907,1760.2068
1917,2165.0679
1920,1973.4015
1921,1793.126
1924,1599.882
1926,1810.0245
1927,1979.9691
1936,1657.9978
1951,1613.3047
1958,1949.261
1959,1986.6958
1963,1977.5157
1968,2078.551
1972,1592.7655
1973,2055.052
1978,1578.7263
1979,2049.7805
1980,2081.1182
1984,1874.0331
1987,1968.8905
1991,1949.8865
1994,1813.1512
1996,1810.7937
1997,1913.8684
2003,1871.7222
2006,1999.3768
2007,2058.36
2015,1628.4008
2024,2085.0947
2025,1756.4434
2030,1716.3152
2035,1924.8544
2037,1755.8969
2039,1666.0546
2040,1765.8973
2041,1993.5311
2046,1902.365
2047,2065.8726
2050,2075.351
2053,1880.9048
2055,1877.7488
2057,2007.319
2060,1600.5093
2073,2147.608
2076,2113.7786
2078,1708.2992
2079,2023.9567
2085,1643.4474
2086,1871.9288
2088,2000.3429
2091,1773.4255
2096,2069.242
2098,1689.2927
2104,1986.2463
2106,1735.7333
2108,2017.0944
2111,1911.5233
2113,1687.0795
2115,2059.209
2116,1552.5735
2118,1680.1359
2122,1844.0804
2126,1711.5282
2132,1760.0942
2135,2047.0372
2138,2090.089
2140,2102.9893
2142,2105.353
2148,1770.7964
2157,1778.3054
2160,1968.0795
2167,2096.0374
2170,1994.127
2171,1747.6676
2174,1905.3489
2178,1979.926
2188,2018.8158
2191,2239.6357
2194,1874.4794
2198,1736.0095
2199,1850.3995
2200,2005.3304
2204,1810.6646
2208,2089.01
2215,1982.433
2219,1996.4133
2225,2056.429
2229,2042.9926
2233,1756.4574
2236,2125.9805
2237,2088.7053
2240,1961.1425
2243,1687.2344
2244,1958.2943
2246,2112.3489
2247,2048.842
2249,2102.404
2258,1798.0186
2262,1928.3126
2264,2095.6396
2265,1787.434
2269,1939.6508
2274,1720.0626
2280,1854.7786
2284,1817.7324
2286,1846.495
2295,1820.0906
2297,1833.5646
2298,1603.3125
2299,1839.8439
2300,1990.546
2306,2049.8438
2307,1755.8994
2311,1908.6752
2317,2174.3196
2324,1848.9374
2326,2075.977
2327,2096.6184
2330,1693.7339
2332,1904.8024
2333,2119.9658
2335,1769.7628
2337,1836.2711
2339,2014.0331
2341,2055.7542
2345,1972.7169
2348,1976.7036
2349,2074.5085
2351,2066.8584
2353,1818.6014
2365,1922.4862
2366,1653.3296
2368,1883.7633
2373,1863.6759
2374,1782.3463
2375,1747.78
2377,1690.542
2378,1876.3213
2382,2086.8408
2383,1966.3054
2384,2098.1853
2385,1933.5303
2391,1970.784
2396,2056.3982
2400,1916.1102
2402,2053.1511
2403,2014.7509
2410,2080.4165
2420,1878.148
2422,1604.1035
2431,1805.9183
2441,1671.5002
2442,1715.6085
2450,2014.6381
2453,2073.6665
2454,1613.6866
2456,2043.446
2458,2065.5195
2460,1605.4976
2464,1787.8477
2465,1851.4896
2466,1724.6844
2468,1779.759
2475,1640.0583
2476,2104.8875
2477,1743.4164
2478,1960.1871
2480,1974.4767
2482,1621.4982
2484,2082.9756
2485,1731.5988
2491,1949.3196
2492,1763.8712
2494,1597.5554
2498,1625.1714
2501,1690.898
2502,1909.7241
2507,1761.1025
2511,1689.5331
2519,1820.0049
2521,1853.2087
2527,1871.758
2530,1692.9425
2534,2040.3662
2535,1640.605
2536,1866.8846
2538,1747.9021
2539,1786.9349
2542,1861.8938
2544,2066.8665
2545,1650.2539
2550,1662.2026
2552,2011.0662
2553,1783.0814
2554,1760.9883
2555,2093.4805
2558,1757.99
2570,1638.9586
2579,2024.0107
2586,1760.3884
2587,1750.007
2588,1966.1777
2590,1782.9081
2595,1873.0895
2598,1507.421
2600,1723.8058
2603,1670.7325
2609,2054.841
2611,1849.5332
2612,1991.4387
2613,1656.4567
2614,2022.1997
2616,1800.2385
2620,1885.1168
2622,1939.4818
2623,1824.541
2624,2040.9648
2628,1953.7012
2629,1888.2935
2632,2030.4137
2639,2064.5928
2646,1860.2673
2648,2080.9714
2650,1642.5007
2655,1798.2235
2657,2009.5985
2658,1783.1991
2661,2061.7744
2662,1677.7205
2663,1823.3488
2667,1631.8357
2669,1960.2922
2672,1592.502
2673,1788.7913
2683,1745.113
2684,2064.4788
2686,1775.3217
2689,2040.2981
2690,1752.4106
2692,1764.4327
2694,1891.86
2696,1692.0002
2697,1985.8175
2698,2013.395
2702,1615.6213
2710,2073.9565
2722,1619.257
2723,1824.5645
2731,1653.8622
2732,1652.8319
2735,1975.9327
2736,1998.3569
2738,1764.0214
2742,2083.1965
2746,2022.7318
2747,1897.5746
2751,1744.8745
2752,1930.169
2753,1827.7052
2754,1831.0643
2755,1813.9817
2758,2086.3315
2759,1877.596
2760,1691.8846
2765,1684.3834
2770,2133.7815
2774,1856.8866
2775,1991.852
2777,2052.9036
2782,2106.378
2786,1753.1671
2791,1895.218
2795,2087.5413
2797,1805.745
2798,2112.076
2800,1647.4031
2802,2200.0278
2803,1983.0829
2804,1930.1821
2821,1681.1578
2824,1808.1755
2825,1763.708
2830,1749.6744
2835,1870.8561
2838,1758.8933
2845,2056.7585
2846,1898.4244
2847,1727.2821
2851,1932.2682
2853,1953.3773
2856,1861.2056
2858,2068.134
2860,1761.8964
2867,2072.6685
2870,2053.76
2874,1666.3016
2883,2067.0024
2886,1971.3628
2894,2206.8352
2897,2086.2341
2907,2011.239
2909,1622.2709
2923,2065.519
2929,1886.7506
2936,2009.5944
2942,2014.6919
2943,1678.9673
2948,1912.5995
2950,2094.486
2956,1983.2441
2958,1751.8804
2959,1828.2035
2961,2044.1616
2963,1591.5497
2965,1635.3591
2968,2058.9592
2969,1996.5747
2971,1856.1439
2972,2012.8273
2979,2054.975
2980,1909.6378
2985,2047.1088
2988,2114.9966
2992,1979.6956
2995,1915.584
2996,2015.6511
2997,2096.0156
2999,1554.0973
3002,1948.8708
3003,2026.2902
3004,2081.2744
3009,1950.6649
3011,1729.0085
3012,2072.0503
3013,2015.7125
3025,1748.2595
3031,1949.904
3038,2037.89
3039,1745.6296
3041,1883.7169
3045,2050.0896
3047,1641.467
3049,1987.1826
3051,1828.7677
3055,1942.2826
3057,2055.826
3059,1633.0841
3065,1893.3019
3078,1778.3246
3081,1966.1223
3083,1765.2869
3087,1576.3958
3094,1964.8687
3096,1993.457
3102,2018.9263
3103,1619.6201
3105,1620.1388
3107,2076.107
3108,1685.6462
3111,1948.137
3112,2006.9619
3114,2139.862
3121,1766.6852
3126,1956.9666
3128,2024.038
3132,1813.0956
3135,1787.0148
3138,1828.8232
3139,1664.4661
3140,2075.2588
3149,2095.6929
3153,1896.115
3156,1894.0214
3159,1611.3293
3165,1981.9556
3168,1809.9829
3176,1744.5287
3180,2061.8564
3181,1881.8037
3184,1521.2008
3190,1958.2794
3192,2098.3904
3197,1855.8295
3202,1745.4658
3204,1902.2826
3206,1995.0436
3211,1979.4817
3212,1887.9071
3215,1889.1016
3220,1804.609
3221,1683.3062
3223,1698.1627
3224,1835.2336
3228,2093.4512
3232,2036.6361
3239,1712.1779
3241,1626.6482
3243,1724.3105
3245,2099.9927
3257,1656.3982
3260,1862.8931
3266,1661.1273
3267,2036.0127
3268,1968.496
3274,2120.2737
3275,1823.7512
3277,1988.2518
3288,1993.3011
3292,2081.7627
3293,2018.5311
3294,1887.8457
3298,1647.1796
3301,2040.9047
3304,2080.6963
3305,1975.5548
3307,1876.8759
3308,1800.6686
3310,2103.448
3313,2071.414
3318,1873.4806
3319,1968.6304
3321,2027.5836
3333,2086.492
3335,1756.9257
3338,1960.6157
3339,1751.9987
3340,1824.425
3342,1806.1073
3346,1983.9565
3347,1827.2202
3348,1723.2922
3350,2019.0292
3351,1760.3722
3353,1903.4512
3355,1918.7859
3356,1854.1809
3357,1823.1421
3360,2040.0824
3362,2086.5383
3370,2064.5989
3374,2100.2651
3377,2110.6611
3379,1689.982
3380,2072.8425
3381,1660.7572
3383,1697.2657
3385,1850.0837
3386,1760.725
3388,2132.7178
3389,1668.969
3391,1978.9861
3393,2071.4304
3394,1870.3982
3396,1949.4166
3399,1879.9316
3402,1778.7623
3403,1930.168
3405,2061.1714
3406,2071.4395
3410,1751.7457
3412,1862.4879
3413,1901.385
3414,2083.1558
3417,1783.3118
3422,2022.4957
3424,1980.7354
3425,2063.0037
3426,1872.3491
3428,1958.6375
3433,1809.7627
3434,2022.6776
3435,1866.3359
3437,1953.7657
3439,1975.8352
3443,2154.677
3452,1922.6073
3455,1851.2777
3459,1646.1012
3460,1755.1892
3463,1626.1825
3465,2019.7096
3467,2031.2651
3472,1814.7592
3474,1993.6685
3475,1827.676
3478,1710.4158
3479,1950.4857
3482,1644.5199
3485,2082.656
3490,2097.7112
3495,1657.731
3497,1739.8315
3504,1524.5981
3507,1651.5603
3508,1942.9019
3509,1994.1239
3513,2058.9001
3522,2030.0354
3525,2077.3342
3533,2056.0664
3538,2003.3595
3540,1516.9423
3543,1669.7142
3548,1988.9193
3549,1959.2367
3569,1943.5538
3570,1765.2739
3582,1615.5051
3588,1780.7656
3589,2083.851
3594,1960.6019
3599,2073.2913
3600,2092.7246
3604,1806.119
3607,1868.7645
3609,1930.0039
3616,2014.396
3618,2129.9578
3620,2092.2205
3622,2035.0817
3624,1806.4474
3630,2039.5437
3634,1554.9343
3637,1984.192
3644,1803.1699
3645,1881.9913
3649,1726.4625
3655,1943.9584
3657,2063.1638
3659,1866.81
3660,1727.8876
3661,1944.4236
3662,1994.5375
3667,2048.023
3681,2095.7427
3682,2059.1064
3686,1966.6715
3689,1728.2186
3694,1752.7219
3695,1849.0468
3696,2070.987
3697,1771.3228
3698,2100.3958
3708,1846.7175
3709,1816.0602
3710,2021.7236
3721,1598.5646
3727,1562.0541
3728,2012.0416
3731,1873.0511
3735,1709.9404
3736,1661.6439
3737,2052.116
3742,1901.3551
3744,2070.0542
3747,2050.2334
3759,1959.1844
3761,1869.2413
3762,2002.9794
3768,2025.6788
3771,1975.0564
3774,1622.3273
3779,1609.5466
3786,2002.1208
3791,1852.4646
3792,1836.9666
3793,1758.0673
3796,2043.1001
3800,2085.231
3804,1788.2168
3805,1765.1028
3806,1919.2213
3808,1896.0261
3810,2088.1787
3820,2103.7646
3822,2210.7092
3823,1996.947
3824,2060.5037
3832,1851.093
3833,1670.9757
3834,1926.5819
3839,1823.2057
3844,1516.9208
3847,1842.4943
3848,1689.1177
3853,1809.6846
3854,1949.5002
3863,1956.1091
3866,1765.6327
3870,1862.8241
3877,1907.7452
3878,1802.4668
3882,2034.5338
3883,1989.4932
3885,2005.8988
3887,2163.2356
3892,1921.2354
3896,2013.3643
3909,2127.262
3911,1899.712
3914,1981.1853
3915,2005.0597
3917,2087.554
3921,1997.7985
3922,2013.621
3927,1689.7363
3928,1704.3394
3931,1778.2753
3932,1935.3809
3933,1883.3727
3934,1597.2004
3935,1775.4667
3941,2151.1685
3943,2030.0522
3948,1728.9684
3949,1863.9966
3951,2053.6367
3957,1838.9374
3960,1783.7529
3962,1864.3949
3972,1820.2611
3974,1814.0259
3979,2050.1392
3981,1783.917
3985,1556.8291
3986,2017.2112
4008,2057.0303
4012,1967.4457
4015,1729.0001
4022,1894.7484
4027,1985.7568
4029,2041.3126
4033,2099.5466
4036,1673.5251
4037,2041.1782
4039,2119.66
4043,1703.5497
4045,1805.1062
4046,1642.301
4047,1733.0776
4048,1787.7926
4049,1683.1147
4052,2115.739
4053,1742.899
4061,1795.0656
4062,2027.4878
4065,2022.0494
4072,1824.3967
4075,1874.7758
4076,1776.3335
4083,1551.3076
4084,1817.9066
4085,2116.1846
4088,1782.4246
4089,2072.9556
4093,2023.7269
4094,1898.0623
4100,1850.7922
4101,1782.4429
4103,1882.6992
4104,1807.9672
4106,1896.1854
4110,2094.8733
4111,1813.0887
4115,1983.251
4117,2006.1891
4125,1750.0114
4126,1701.6505
4131,1924.1182
4135,2025.3029
4143,1882.7664
4148,1996.6871
4151,1940.696
4152,2075.1719
4154,1664.8162
4157,1976.785
4163,1626.7031
4166,1979.2755
4169,1724.6738
4171,1826.6726
4177,2067.4646
4178,1863.6288
4184,1908.1036
4188,1965.7305
4189,2020.3573
4190,1834.6547
4192,2019.4432
4193,1812.4556
4199,1730.0234
4200,1824.2104
4201,1864.6018
4202,1977.3896
4204,1793.8326
4207,1772.4606
4209,1953.0111
4213,1624.9501
4216,1836.7443
4217,1720.7869
4218,1730.9689
4228,1724.2787
4229,2056.8916
4231,1843.1117
4233,2123.1047
4235,1952.1638
4237,2082.9414
4242,1925.9705
4243,1849.592
4244,1976.2461
4246,2016.9266
4250,1873.3219
4251,1805.321
4252,1601.5577
4253,1788.4504
4257,1969.452
4265,1874.5298
4266,2085.85
4267,1854.7057
4268,1675.7069
4269,2036.8978
4271,1749.0431
4272,1742.639
4277,1886.8784
4281,2088.0898
4285,1808.7703
4287,1990.437
4292,1903.6908
4300,1913.4874
4301,2009.9735
4305,1889.8374
4307,1762.805
4312,1897.1687
4317,1775.4683
4318,1669.4982
4319,1844.4225
4322,1759.2449
4323,2070.6055
4328,2061.4844
4345,1873.4153
4346,2093.4229
4348,1977.2308
4355,1986.0457
4356,1871.2914
4357,1653.4609
4361,1616.8977
4362,1699.9121
4364,2122.8455
4365,1948.2526
4368,1708.9392
4369,1951.0184
4373,2086.3735
4376,1742.8322
4383,1770.8513
4384,1882.1317
4386,2113.2673
4389,2042.9028
4390,1814.5614
4394,1870.1176
4398,2013.1106
4400,1965.4427
4401,1964.8497
4422,1735.1725
4423,1831.3541
4430,1865.4678
4436,2011.3848
4439,2050.2502
4447,1800.5854
4448,1763.3582
4449,2042.4753
4451,2055.3945
4455,1823.3093
4458,1907.1686
4466,1565.8524
4467,1647.4644
4468,2037.7299
4477,2077.056
4482,2051.2395
4483,1887.0323
4488,1707.988
4493,1573.5583
4499,1859.8011
4500,1729.8251
4501,1941.517
4503,2058.8723
4506,1635.1301
4508,2077.3765
4509,2018.6217
4516,1837.9843
4517,1601.4261
4518,2009.2865
4522,2069.6287
4525,2085.0632
4537,1802.0992
4541,1878.4921
4548,1649.364
4549,1936.3568
4550,2027.3107
4553,1750.0953
4554,1669.2688
4560,2077.542
4563,2125.2007
4564,1952.3903
4569,1816.778
4575,1763.2263
4577,1704.0287
4587,1845.7478
4592,1870.0018
4601,1963.3041
4602,1858.9431
4605,2087.5771
4609,2034.3999
4614,2053.2864
4616,1723.701
4622,2094.3196
4627,1951.8223
4632,1742.6664
4633,2081.9382
4634,1652.409
4636,1994.9313
4637,1982.008
4641,1853.2919
4642,2021.2145
4644,1692.987
4649,2032.6537
4650,1975.6986
4653,1792.9208
4654,2005.6351
4656,1673.8324
4658,1806.2277
4668,1787.7445
4675,1967.8462
4677,1922.1748
4681,1841.6499
4682,1991.2072
4684,1868.5118
4685,2021.0759
4690,1719.1437
4694,1939.9808
4695,1893.3516
4698,2061.2668
4705,1667.2821
4706,1871.2361
4715,2069.1677
4716,1991.129
4717,1884.7598
4726,1853.2778
4730,1934.7516
4734,1817.7114
4735,1807.4808
4741,1660.6859
4743,1676.5919
4744,1987.7852
4745,1722.223
4747,1668.3782
4752,1671.0745
4753,1963.4332
4757,1983.3248
4759,1950.3397
4760,1953.7433
4765,1722.2626
4769,2052.2612
4774,1938.2947
4776,1762.0831
4779,1728.0707
4788,1875.709
4790,1859.709
4804,1865.1632
4806,1868.4048
4808,1691.817
4809,1722.6711
4810,1626.5663
4811,1783.0941
4812,1599.7548
4815,2078.32
4816,1989.5616
4817,2075.1812
4819,2104.3257
4820,1705.5398
4823,1759.7872
4825,1743.222
4826,1924.6064
4827,2057.1348
4828,2036.314
4830,1945.1846
4842,1616.9116
4847,2070.3408
4848,2094.2136
4850,1855.4993
4852,1744.9733
4853,1640.5702
4855,1989.6753
4860,1986.709
4865,2121.5647
4868,1926.5513
4872,1833.689
4876,1825.3849
4880,1569.077
4884,2103.3206
4885,1997.8358
4887,1781.0236
4892,1892.7437
4896,1982.5953
4898,1704.8029
4903,2010.6458
4909,1905.8995
4910,1824.929
4914,2048.181
4917,1802.2727
4923,1869.999
4925,1857.401
4926,1568.5222
4928,2051.215
4935,1848.4069
4937,1926.6107
4945,2026.5762
4947,1843.568
4948,1785.7349
4950,1840.1462
4951,2053.83
4954,1662.2932
4955,1834.7448
4961,1761.739
4963,1994.884
4969,2115.856
4972,1763.7578
4981,1907.45
4983,1753.8915
4991,1817.4756
5000,1519.7787
5005,1904.4939
5007,1937.6699
5009,1661.2985
5011,1879.6018
5014,1669.6868
5016,1831.3842
5018,1847.8262
5026,1847.043
5030,2048.0464
5032,2030.1482
5033,1802.0233
5034,1897.2448
5035,1921.0292
5037,1931.056
5039,2069.1023
5040,2038.296
5049,1736.896
5057,1962.5079
5058,2090.7493
5062,1936.7448
5067,1642.0363
5068,2022.7323
5071,2098.3896
5079,1542.2028
5082,1792.7875
5084,1838.7253
5088,1849.7677
5093,1846.3644
5100,1968.2518
5103,1920.1819
5106,1888.027
5107,2053.041
5108,2047.9763
5109,2097.7937
5113,2067.1787
5114,1741.6168
5116,1967.8285
5119,2111.996
5122,1965.4587
5125,1675.5576
5130,1859.2603
5140,1902.1477
5144,1940.7429
5146,1842.8469
5149,1900.1808
5150,1929.7008
5151,1883.074
5153,1693.8195
5157,1914.333
5158,1877.0343
5159,1644.6056
5161,1808.62
5164,2030.2672
5168,2160.61
5171,1566.8757
5172,1725.933
5173,1927.8164
5174,1915.1096
5177,1628.7511
5180,1506.8064
5185,1988.4692
5189,2017.018
5190,1769.9192
5195,1886.0214
5197,1669.7659
5199,1927.4011
5202,1903.0896
5204,1800.2202
5208,2037.056
5209,1700.8845
5214,2046.5757
5216,1603.2645
5217,1941.6635
5220,2153.6567
5221,1665.1006
5227,1827.2783
5228,1778.158
5231,1757.0767
5237,1774.4542
5243,1949.6251
5249,1907.5624
5250,2047.2904
5251,2161.4883
5252,1738.6427
5254,1758.6362
5261,1669.9938
5266,2057.5417
